abalone-17_vs_7-8-9-10,0.0219721575876,0.863265592043,0.00106281784241,0.00169209549758,0.847239422085,0.0,0.0,0.0,0.0,0.0
abalone-17_vs_7-8-9-10,0.000606848652116,0.0231679702862,0.000101306093632,0.000931219904397,0.0278363991362,0.0,0.0,0.0,0.0,0.0
abalone-19_vs_10-11-12-13,0.0181480812688,0.952474959892,0.000519272238134,3.33703572934e-05,0.643838807361,0.0,0.0,0.0,0.0,0.0
abalone-19_vs_10-11-12-13,4.7339012292e-05,0.00236523459104,1.14169282376e-05,8.59836482721e-06,0.0814410370377,0.0,0.0,0.0,0.0,0.0
abalone-20_vs_8-9-10,0.0117320229443,0.93552242291,0.000327203191657,0.000227033194878,0.880776014109,0.0,0.0,0.0,0.0,0.0
abalone-20_vs_8-9-10,0.000115337708524,0.00892107384894,2.44235208528e-05,0.000422307574326,0.0555138963366,0.0,0.0,0.0,0.0,0.0
abalone-21_vs_8,0.0204692096183,0.830859516633,0.00140120239445,0.00373510234294,0.898088235294,0.0,0.0,0.0,0.0,0.0
abalone-21_vs_8,0.000684655138845,0.0300572313957,6.93115734147e-05,0.00374692613882,0.0707841949106,0.0,0.0,0.0,0.0,0.0
abalone-3_vs_11,0.0083804130806,0.254889938309,0.00162672745789,0.00695410769248,0.999143835616,0.7,1.0,0.814285714286,0.828538661929,0.831747276627
abalone-3_vs_11,0.000977303878862,0.037155046943,0.000613618999002,0.0012354153874,0.00175461485718,0.15,0.0,0.10530163994,0.0918446197206,0.0905343461024
abalone19,0.00711338363266,0.975283085492,9.76611554194e-05,2.01871703017e-05,0.78007693684,0.0,0.0,0.0,0.0,0.0
abalone19,1.51775729635e-05,0.00176224271866,5.37000414762e-06,4.09765572414e-06,0.071709761346,0.0,0.0,0.0,0.0,0.0
abalone9-18,0.04725909826,0.786286463688,0.00420896046815,0.00388171720324,0.802022653722,0.0166666666667,0.2,0.0307692307692,0.0562526667741,0.057735026919
abalone9-18,0.00172948132866,0.0313382715345,0.000386946460385,0.00196033074134,0.0581678638277,0.0333333333333,0.4,0.0615384615385,0.112505333548,0.115470053838
car-good,0.0253363496911,0.480506607847,0.00701963910136,0.00497170459313,0.973672032193,0.095,0.31369047619,0.144541914025,0.156260187221,0.280867557217
car-good,0.00214031171589,0.0365414421911,0.00173864035898,0.00131844760957,0.00686129238661,0.0610327780787,0.213958248465,0.0932480412731,0.11163165104,0.124133758304
car-vgood,0.0112411305143,0.22968872656,0.00290678448048,0.00610845590249,0.997970830691,0.584210526316,0.938663003663,0.714448896799,0.73030444021,0.761317164769
car-vgood,0.00087921709007,0.0229267662521,0.000622298652958,0.00115854964988,0.000839920375663,0.0894736842105,0.0541686568208,0.068694482915,0.0565948645636,0.0601103441137
cleveland-0_vs_4,0.0352005421753,0.348192929118,0.0156385179914,0.0169729768322,0.929166666667,0.6,0.593333333333,0.566904761905,0.563416141265,0.709315993383
cleveland-0_vs_4,0.0132013874925,0.272014463789,0.0104344723464,0.00703763566954,0.0736765956104,0.326598632371,0.245651062372,0.245661793027,0.24693436984,0.285644961016
dermatology-6,0.00219705285342,0.0227897825416,0.000973722376897,0.0017859814848,0.999834983498,0.983333333333,0.983333333333,0.983333333333,0.982343234323,0.990834052439
dermatology-6,0.00254562126057,0.0317354975232,0.00113292517488,0.00164942662885,0.000495049504951,0.05,0.05,0.05,0.0529702970297,0.0274978426827
ecoli-0-1-3-7_vs_2-6,0.0150013788292,0.248183308326,0.0093140146951,0.00498855261824,0.899085365854,0.75,0.7,0.69,0.700202133061,0.849194014854
ecoli-0-1-3-7_vs_2-6,0.00685738482288,0.242070789609,0.00618738180443,0.00302128616118,0.137975086445,0.25,0.208166599947,0.155670592384,0.161986717694,0.144715914356
ecoli-0-1-4-6_vs_5,0.0406464876358,0.341740164117,0.0174854355988,0.0200022624399,0.937393162393,0.416666666667,0.586904761905,0.480567210567,0.457891096576,0.628565589491
