abalone-17_vs_7-8-9-10,0.0293194830058,0.707077586847,0.0124746178518,0.00995321220471,0.810302717578,0.152941176471,0.328242296919,0.177912069898,0.187468305596,0.315359727164
abalone-17_vs_7-8-9-10,0.0156998013108,0.150607509819,0.0155586262195,0.0143578845281,0.140167222276,0.129411764706,0.317364085151,0.144070457376,0.154796880539,0.226107138043
abalone-19_vs_10-11-12-13,0.288629055452,0.622851394251,0.282322973588,0.270826302936,0.546016771488,0.355555555556,0.0191140313656,0.0361198611197,0.0146632803042,0.43678490984
abalone-19_vs_10-11-12-13,0.139197597422,0.211519468736,0.145143139479,0.139127767502,0.11962866072,0.221108319357,0.00950941384683,0.0180343421576,0.0378276370065,0.17553413896
abalone-20_vs_8-9-10,0.0157648287733,0.53923760166,0.00930220194754,0.00783288970706,0.868657092467,0.328571428571,0.411688311688,0.338317238317,0.343998485077,0.558389426875
abalone-20_vs_8-9-10,0.0121819489217,0.144190855963,0.0112663557067,0.0108432952987,0.106786136931,0.128571428571,0.255272616273,0.143153908255,0.154951684485,0.116934422395
abalone-21_vs_8,0.0114752581328,0.400225354632,0.00232819703873,0.00339035891773,0.961470588235,0.5,0.79880952381,0.570584415584,0.602596614924,0.65469814446
abalone-21_vs_8,0.00370078636543,0.18969924516,0.00239625565574,0.00171029247045,0.0435194742234,0.273861278753,0.30862736486,0.234588509924,0.229556762617,0.262431590402
abalone-3_vs_11,0.00409588152145,0.088067693278,0.00179528393908,0.0028681923553,0.99948630137,0.875,1.0,0.92380952381,0.929153691883,0.930518299254
abalone-3_vs_11,0.00179747127499,0.0633474556142,0.00100227532571,0.00118514432384,0.000784687618999,0.167705098312,0.0,0.106904496765,0.0972991723476,0.0955808283782
abalone19,0.26262180549,0.701126775465,0.259444233244,0.25562506147,0.493147253534,0.277777777778,0.0111110467932,0.0208120607867,0.00691764665481,0.37203988137
abalone19,0.19837281173,0.219800663131,0.199812347051,0.198349911325,0.194880663418,0.229061423645,0.0136926146046,0.0247832929698,0.0649111459622,0.247642662899
abalone9-18,0.0425686460232,0.38972183706,0.0223461300404,0.0135169392112,0.90428802589,0.466666666667,0.552304639805,0.475168398853,0.465575685763,0.660447274372
abalone9-18,0.014750467657,0.140162271319,0.0179383404877,0.0120117192411,0.0572124901341,0.197905701451,0.145093084285,0.100210674298,0.111746477805,0.121574140183
car-good,0.031461701439,0.524601615142,0.0116170369036,0.00641606879283,0.944154929577,0.235,0.451593406593,0.274864897491,0.288494091021,0.442941823379
car-good,0.00858460662094,0.10899912442,0.0109939017607,0.0073669772506,0.0264834691877,0.139731886125,0.230815450485,0.121391627694,0.123713934335,0.182894582821
car-vgood,0.00976469024834,0.175286270773,0.00344960986687,0.00384094958169,0.997331430987,0.747368421053,0.846929629108,0.787651980583,0.78508094418,0.860685773465
car-vgood,0.00248342950733,0.0492376515008,0.00170232108701,0.00203576551667,0.00123414029868,0.080854165767,0.0783064999689,0.0414557852951,0.0393645797334,0.0470427899447
cleveland-0_vs_4,0.0635558674751,0.79774371376,0.0176691270823,0.013960606806,0.675,0.0,0.0,0.0,-0.0108287834808,0.0
cleveland-0_vs_4,0.0207668666534,0.063070476769,0.0219515500597,0.02008412086,0.147405546238,0.0,0.0,0.0,0.0232304184625,0.0
dermatology-6,0.00327223663632,0.050504444994,0.000466362872494,0.00327223663632,1.0,0.95,1.0,0.972727272727,0.972515514939,0.973861278753
dermatology-6,0.00330639367379,0.0597851335637,0.000677940533549,0.00330639367379,0.0,0.0763762615826,0.0,0.0416597790451,0.04198324441,0.0399275562285
ecoli-0-1-3-7_vs_2-6,0.0223067481671,0.897929705068,0.000950090681683,0.00152075718288,0.696341463415,0.05,0.1,0.0666666666667,0.0702834193544,0.0707106781187
ecoli-0-1-3-7_vs_2-6,0.00246833264292,0.1027609634,0.000380298491918,0.00329595234749,0.25096186172,0.15,0.3,0.2,0.210850258063,0.212132034356
